type dayOfWeek location
"Aid Response" 0 "(47.612715999999999, -122.345399)"
"Aid Response" 2 "(47.683110999999997, -122.31749000000001)"
"Medic Response" 2 "(47.538871999999998, -122.284744)"
"Motor Vehicle Accident" 2 "(47.708610999999998, -122.32595499999999)"
"Medic Response" 2 "(47.723354999999998, -122.365004)"
"Aid Response" 2 "(47.611942999999997, -122.325987)"
"Auto Fire Alarm" 2 "(47.650742000000001, -122.308009)"
"Aid Response" 2 "(47.622394, -122.35672700000001)"
"Illegal Burn" 2 "(47.612904999999998, -122.310168)"
"Automatic Fire Alarm Resd" 2 "(47.585507, -122.309455)"
"Aid Response" 2 "(47.624561, -122.347571)"
"Aid Response" 2 "(47.599196999999997, -122.32895499999999)"
"Medic Response" 2 "(47.699238999999999, -122.36771299999999)"
"Unk Odor" 2 "(47.649847000000001, -122.34475399999999)"
"Aid Response" 2 "(47.564712999999998, -122.370982)"
"Aid Response" 2 "(47.592104999999997, -122.31728099999999)"
"""Medic Response" 2 "(47.698520000000002, -122.311402)"
"Aid Response" 2 "(47.602010999999997, -122.30896199999999)"
"Aid Response" 2 "(47.602984999999997, -122.328535)"
"Bark Fire" 2 "(47.668666999999999, -122.376214)"
"Aid Response" 2 "(47.703623999999998, -122.33390900000001)"
"Aid Response" 2 "(47.696497000000001, -122.305319)"
"Automatic Medical Alarm" 2 "(47.604376999999999, -122.32520700000001)"
"Medic Response" 2 "(47.636462000000002, -122.390362)"
"Aid Response Yellow" 2 "(47.641207000000001, -122.34647099999999)"
"Aid Response" 2 "(47.542737000000002, -122.396423)"
"Aid Response" 2 "(47.614300999999998, -122.320784)"
"Aid Response" 2 "(47.612909999999999, -122.306246)"
"Aid Response" 2 "(47.561849000000002, -122.310818)"
"Medic Response" 2 "(47.602984999999997, -122.328535)"
"Aid Response" 2 "(47.661386, -122.338313)"
"Medic Response" 2 "(47.726863999999999, -122.348012)"
"Medic Response" 2 "(47.610348000000002, -122.327442)"
"Aid Response" 2 "(47.568390000000001, -122.38678400000001)"
"Trans to AMR" 2 "(47.615346000000002, -122.337943)"
"Auto Fire Alarm" 2 "(47.652237999999997, -122.313301)"
"Medic Response" 2 "(47.658298000000002, -122.31778199999999)"
"Aid Response" 2 "(47.595239999999997, -122.296475)"
"Trans to AMR" 2 "(47.640011999999999, -122.388988)"
"Aid Response" 2 "(47.551067000000003, -122.32814999999999)"
"Aid Response" 3 "(47.615234999999998, -122.32079899999999)"
"Bark Fire" 3 "(47.621076000000002, -122.320892)"
"Aid Response" 3 "(47.712344999999999, -122.355508)"
"Aid Response" 3 "(47.691265000000001, -122.383264)"
"Medic Response" 3 "(47.619807000000002, -122.35283)"
"Aid Response" 3 "(47.721359, -122.296339)"
"Medic Response" 3 "(47.633758999999998, -122.39585)"
"Aid Response" 3 "(47.538871999999998, -122.284744)"
"Aid Response" 3 "(47.626322000000002, -122.34886299999999)"
"Aid Response" 3 "(47.609827000000003, -122.334796)"
"Aid Response" 3 "(47.609285, -122.338904)"
"Trans to AMR" 3 "(47.546663000000002, -122.385734)"
"Medic Response" 3 "(47.563845999999998, -122.28695999999999)"
"Aid Response" 3 "(47.604360999999997, -122.32027600000001)"
"Rubbish Fire" 3 "(47.600043999999997, -122.334219)"
"Medic Response" 3 "(47.670175, -122.378984)"
"Fire in Building" 3 "(47.52176, -122.323086)"
"Aid Response" 3 "(47.613030999999999, -122.320763)"
"Automatic Fire Alarm False" 3 "(47.616450999999998, -122.314031)"
"4RED - 2 + 1 + 1" 3 "(47.544043000000002, -122.319596)"
"Medic Response" 3 "(47.554709000000003, -122.31717999999999)"
"Auto Fire Alarm" 3 "(47.646712999999998, -122.34947200000001)"
"Automatic Fire Alarm False" 3 "(47.596670000000003, -122.32229)"
"Aid Response" 3 "(47.612986999999997, -122.322823)"
"""Medic Response" 3 "(47.606371000000003, -122.325496)"
"Aid Response" 3 "(47.520114, -122.272516)"
"Aid Response" 3 "(47.660223999999999, -122.32726700000001)"
"Medic Response" 3 "(47.624606999999997, -122.36324)"
"Aid Response" 3 "(47.635998999999998, -122.356955)"
"Auto Fire Alarm" 3 "(47.622700000000002, -122.285828)"
"Trans to AMR" 3 "(47.663105999999999, -122.315263)"
"Medic Response" 3 "(47.630904000000001, -122.312516)"
"Aid Response" 3 "(47.604160999999998, -122.328079)"
"Aid Response Yellow" 3 "(47.709488, -122.323301)"
"Aid Response" 3 "(47.617133000000003, -122.352872)"
"Aid Response" 3 "(47.614431000000003, -122.320786)"
"Aid Response" 3 "(47.677909999999997, -122.387536)"
"""Medic Response" 3 "(47.603019000000003, -122.333172)"
"Medic Response" 3 "(47.672621999999997, -122.30650900000001)"
"Trans to AMR" 3 "(47.658096999999998, -122.400892)"
"""Medic Response" 3 "(47.601947000000003, -122.307658)"
"Aid Response" 3 "(47.626322000000002, -122.34886299999999)"
"Automatic Medical Alarm" 3 "(47.701528000000003, -122.371551)"
"Aid Response" 3 "(47.696744000000002, -122.31758600000001)"
"Aid Response" 3 "(47.575704000000002, -122.394486)"
"Aid Response" 3 "(47.602984999999997, -122.328535)"
"Aid Response" 3 "(47.627192000000001, -122.35682300000001)"
"Aid Response" 3 "(47.542465999999997, -122.27501100000001)"
"Aid Response" 3 "(47.611733000000001, -122.341753)"
"Aid Response" 3 "(47.610742999999999, -122.338702)"
"Rubbish Fire" 3 "(47.723466999999999, -122.348159)"
"Aid Response" 3 "(47.599193, -122.31664600000001)"
"Motor Vehicle Accident Freeway" 3 "(47.622069000000003, -122.34360100000001)"
"""Hang-Up" 3 "(47.613056, -122.334718)"
"Aid Response" 3 "(47.555585999999998, -122.317172)"
"Aid Response" 3 "(47.581724999999999, -122.329055)"
"Medic Response" 3 "(47.602172000000003, -122.33086299999999)"
"Aid Response Yellow" 3 "(47.659306999999998, -122.40088900000001)"
"Aid Response" 3 "(47.521594999999998, -122.264225)"
"Medic Response" 3 "(47.668014999999997, -122.383712)"
"Aid Response" 3 "(47.710968000000001, -122.319192)"
"Aid Response" 3 "(47.584355000000002, -122.33326599999999)"
"Medic Response" 3 "(47.64029, -122.387655)"
"Automatic Medical Alarm" 3 "(47.639929000000002, -122.280772)"
"Aid Response" 3 "(47.577846000000001, -122.335127)"
"Aid Response" 3 "(47.611229999999999, -122.325334)"
"Aid Response" 3 "(47.652338, -122.39690299999999)"
"Medic Response" 3 "(47.521594999999998, -122.264225)"
"Medic Response" 3 "(47.676110000000001, -122.303821)"
"Aid Response" 3 "(47.555165000000002, -122.283484)"
"Medic Response" 3 "(47.636583999999999, -122.355608)"
"Auto Fire Alarm" 3 "(47.621457999999997, -122.36188199999999)"
"4RED - 2 + 1 + 1" 3 "(47.611671999999999, -122.336484)"
"Motor Vehicle Accident" 3 "(47.537402, -122.337085)"
"Aid Response" 3 "(47.612935999999998, -122.29740700000001)"
"Aid Response" 3 "(47.662340999999998, -122.29794099999999)"
"Aid Response" 3 "(47.645747999999998, -122.354507)"
"Aid Response" 3 "(47.674835000000002, -122.39840599999999)"
"Auto Fire Alarm" 3 "(47.650742000000001, -122.308009)"
"Aid Response" 3 "(47.640794999999997, -122.35109)"
"Aid Response" 3 "(47.712167000000001, -122.312433)"
"Investigate Out Of Service" 3 "(47.534148000000002, -122.332133)"
"Aid Response" 3 "(47.630648999999998, -122.355058)"
"Aid Response" 3 "(47.602984999999997, -122.328535)"
"Aid Response" 3 "(47.571810999999997, -122.400694)"
"Car Fire" 3 "(47.599184000000001, -122.319639)"
"Auto Fire Alarm" 3 "(47.602164999999999, -122.330856)"
"""Assault w/Weapons" 3 "(47.600884999999998, -122.334925)"
"Auto Fire Alarm" 3 "(47.616942000000002, -122.330731)"
"Medic Response" 3 "(47.588411000000001, -122.30582699999999)"
"Aid Response" 3 "(47.621457999999997, -122.36188199999999)"
"Auto Fire Alarm" 3 "(47.610478000000001, -122.31544)"
"Aid Response" 3 "(47.614829999999998, -122.345006)"
"Medic Response" 3 "(47.667994999999998, -122.299554)"
"Aid Response" 3 "(47.610773000000002, -122.335347)"
"Medic Response" 3 "(47.726863999999999, -122.348012)"
"Medic Response" 3 "(47.624592, -122.35932099999999)"
"Aid Response" 3 "(47.601717999999998, -122.331581)"
"Food On The Stove" 3 "(47.545265999999998, -122.319665)"
"Motor Vehicle Accident" 3 "(47.683262999999997, -122.36601)"
"Aid Response" 3 "(47.610773000000002, -122.335347)"
"Medic Response" 3 "(47.523311, -122.275764)"
"Motor Vehicle Accident Freeway" 3 "(47.629452000000001, -122.326694)"
"Aid Response" 3 "(47.719433000000002, -122.29273000000001)"
"Aid Response" 3 "(47.665036999999998, -122.36618799999999)"
"Aid Response" 3 "(47.623291000000002, -122.360891)"
"Aid Response" 3 "(47.551921, -122.380334)"
"Aid Response" 3 "(47.615361, -122.347887)"
"Medic Response" 3 "(47.705083999999999, -122.355453)"
"Aid Response" 3 "(47.662936999999999, -122.368666)"
"Aid Response" 3 "(47.600878999999999, -122.33157199999999)"
"Aid Response" 3 "(47.618582000000004, -122.35035499999999)"
"Medic Response" 3 "(47.609994, -122.346301)"
"Medic Response" 3 "(47.717905000000002, -122.29794099999999)"
"Aid Response" 3 "(47.602693000000002, -122.320509)"
"Aid Response" 3 "(47.606687000000001, -122.31155)"
"Automatic Fire Alarm Resd" 3 "(47.536166999999999, -122.38419399999999)"
"Motor Vehicle Accident" 3 "(47.559607999999997, -122.30465599999999)"
"Aid Response" 3 "(47.627367, -122.337108)"
"Aid Response" 3 "(47.610149999999997, -122.333556)"
"Aid Response" 3 "(47.592393999999999, -122.32738000000001)"
"Aid Response" 3 "(47.668677000000002, -122.383112)"
"Aid Response" 3 "(47.666448000000003, -122.363743)"
"Aid Response" 3 "(47.579808999999997, -122.327516)"
"Aid Response" 3 "(47.672486999999997, -122.35438000000001)"
"Medic Response" 3 "(47.616976000000001, -122.330383)"
"Aid Response" 3 "(47.601311000000003, -122.33161)"
"Aid Response" 3 "(47.598323000000001, -122.30897)"
"Motor Vehicle Accident" 3 "(47.58549, -122.301626)"
"Aid Response" 3 "(47.607480000000002, -122.329582)"
"Medic Response" 3 "(47.618501999999999, -122.30608100000001)"
"Auto Fire Alarm" 3 "(47.588436999999999, -122.315855)"
"Medic Response" 3 "(47.624581999999997, -122.35654599999999)"
"Medic Response" 3 "(47.614109999999997, -122.34974)"
"Trans to AMR" 3 "(47.617193, -122.327873)"
"Aid Response" 3 "(47.661299, -122.317638)"
"Medic Response" 3 "(47.556784999999998, -122.286143)"
"Aid Response" 3 "(47.621355999999999, -122.29844799999999)"
"Aid Response" 3 "(47.540683000000001, -122.286131)"
"Auto Fire Alarm" 3 "(47.610550000000003, -122.329318)"
"Medic Response" 3 "(47.569781999999996, -122.32646800000001)"
"Aid Response" 3 "(47.659875, -122.28138800000001)"
"Aid Response" 3 "(47.72343, -122.34816499999999)"
"Auto Fire Alarm" 3 "(47.611556999999998, -122.330191)"
"Aid Response" 3 "(47.550328, -122.309898)"
"Aid Response" 3 "(47.538882000000001, -122.284081)"
"Aid Response" 3 "(47.717317000000001, -122.291365)"
"Aid Response" 3 "(47.552106999999999, -122.316869)"
"Aid Response" 3 "(47.618001999999997, -122.329183)"
"Medic Response" 3 "(47.607742000000002, -122.326595)"
"Aid Response" 3 "(47.706854, -122.336195)"
"Aid Response" 3 "(47.551439999999999, -122.325073)"
"Auto Fire Alarm" 3 "(47.611300999999997, -122.325164)"
"Medic Response" 3 "(47.605549000000003, -122.33241700000001)"
"Aid Response" 3 "(47.521594999999998, -122.264225)"
"Aid Response" 3 "(47.535567999999998, -122.376605)"
"Auto Fire Alarm" 3 "(47.588026999999997, -122.38627700000001)"
"Aid Response" 3 "(47.608756, -122.336885)"
"Aid Response" 3 "(47.614815, -122.346964)"
"Medic Response" 3 "(47.559964000000001, -122.305879)"
"Aid Response" 3 "(47.521070000000002, -122.376761)"
"Aid Response" 3 "(47.618554000000003, -122.343368)"
"Aid Response" 3 "(47.670268, -122.382215)"
"Aid Response" 3 "(47.609847000000002, -122.34084300000001)"
"Medic Response" 3 "(47.636960000000002, -122.325898)"
"Aid Response" 3 "(47.610748000000001, -122.338691)"
"Aid Response" 3 "(47.626221000000001, -122.32919800000001)"
"Trans to AMR" 3 "(47.504382999999997, -122.257239)"
"Auto Fire Alarm" 3 "(47.560319, -122.33679600000001)"
"Medic Response" 3 "(47.526121000000003, -122.287674)"
"Auto Fire Alarm" 3 "(47.521009999999997, -122.269997)"
"Illegal Burn" 3 "(47.588321999999998, -122.300158)"
"Aid Response" 3 "(47.640005000000002, -122.282798)"
"Medic Response" 3 "(47.672156999999999, -122.300639)"
"Aid Response" 3 "(47.623153000000002, -122.296667)"
"Aid Response" 3 "(47.602741999999999, -122.30503899999999)"
"Aid Response" 3 "(47.617221999999998, -122.33694800000001)"
"Automatic Medical Alarm" 3 "(47.624349000000002, -122.321989)"
"Aid Response" 3 "(47.667085999999998, -122.340085)"
"Medic Response" 3 "(47.641537, -122.402356)"
"Aid Response" 3 "(47.629755000000003, -122.351163)"
"Aid Response" 3 "(47.533703000000003, -122.365816)"
"Medic Response" 3 "(47.656734, -122.30479699999999)"
"Aid Response Yellow" 3 "(47.503326999999999, -122.262384)"
"1RED 1 Unit" 3 "(47.653129999999997, -122.348586)"
"Medic Response" 3 "(47.695641999999999, -122.346909)"
"Trans to AMR" 3 "(47.730587, -122.312704)"
"Investigate Out Of Service" 3 "(47.587116000000002, -122.289514)"
"Aid Response" 3 "(47.576878999999998, -122.309984)"
"Aid Response" 3 "(47.679817, -122.32571299999999)"
"Motor Vehicle Accident" 3 "(47.58831, -122.338441)"
"Aid Response" 3 "(47.612501999999999, -122.343053)"
"Aid Response" 3 "(47.597889000000002, -122.299924)"
"Aid Response" 3 "(47.604695, -122.33623799999999)"
"Aid Response" 3 "(47.617590999999997, -122.318197)"
"Aid Response" 3 "(47.602114, -122.330809)"
"Aid Response" 3 "(47.624307000000002, -122.32303899999999)"
"Motor Vehicle Accident" 3 "(47.632342000000001, -122.340959)"
"Motor Vehicle Accident" 3 "(47.555610000000001, -122.338172)"
"Trans to AMR" 3 "(47.729720999999998, -122.35556099999999)"
"Medic Response" 3 "(47.619214999999997, -122.30254499999999)"
"Aid Response" 3 "(47.623221999999998, -122.333001)"
"Medic Response" 3 "(47.602984999999997, -122.328535)"
"Medic Response" 3 "(47.611606000000002, -122.333354)"
"Automatic Fire Alarm Resd" 3 "(47.531771999999997, -122.350593)"
"Medic Response" 3 "(47.570898, -122.313416)"
"Medic Response" 3 "(47.725503000000003, -122.355552)"
"Aid Response" 3 "(47.537402, -122.337085)"
"Motor Vehicle Accident" 3 "(47.626877999999998, -122.312569)"
"Motor Vehicle Accident" 3 "(47.626877999999998, -122.312569)"
"Aid Response" 3 "(47.574378000000003, -122.331453)"
"Aid Response" 3 "(47.614922, -122.347144)"
"Assault w/Weap 7 per Rule" 3 "(47.537005000000001, -122.392881)"
"Aid Response" 3 "(47.694074999999998, -122.327071)"
"Automatic Fire Alarm Resd" 3 "(47.648710000000001, -122.320392)"
"Aid Response" 3 "(47.615788999999999, -122.336507)"
"Aid Response" 3 "(47.574376999999998, -122.329059)"
"Activated CO Detector" 3 "(47.701698, -122.36212500000001)"
"Aid Response" 3 "(47.627825999999999, -122.32662000000001)"
"Medic Response" 3 "(47.535372000000002, -122.315012)"
"Rescue Water" 3 "(47.613889, -122.35310800000001)"
"Medic Response" 3 "(47.555222000000001, -122.277889)"
"1RED 1 Unit" 3 "(47.673099999999998, -122.384742)"
"Rescue Elevator" 3 "(47.656793, -122.348558)"
"Aid Response" 3 "(47.613436999999998, -122.315319)"
"Aid Response" 3 "(47.610550000000003, -122.329318)"
"Aid Response" 3 "(47.691287000000003, -122.344531)"
"""Hang-Up" 4 "(47.581851, -122.329055)"
"Aid Response" 4 "(47.705584000000002, -122.354116)"
"Aid Response" 4 "(47.573202999999999, -122.363438)"
"Automatic Fire Alarm Resd" 4 "(47.540640000000003, -122.288434)"
"1RED 1 Unit" 4 "(47.54965, -122.25756699999999)"
"Aid Response" 4 "(47.545436000000002, -122.387209)"
"Medic Response" 4 "(47.680292999999999, -122.32582600000001)"
"Aid Response" 4 "(47.526955000000001, -122.283637)"
"Aid Response" 4 "(47.712550999999998, -122.322022)"
"Aid Response" 4 "(47.631377999999998, -122.35920299999999)"
"Aid Response" 4 "(47.693047999999997, -122.309264)"
"Aid Response" 4 "(47.615219000000003, -122.325529)"
"Medic Response" 4 "(47.614736000000001, -122.34245900000001)"
"Medic Response" 4 "(47.617173000000001, -122.33310299999999)"
"Aid Response" 4 "(47.656652999999999, -122.345792)"
"Motor Vehicle Accident" 4 "(47.599193, -122.32636100000001)"
"Aid Response" 4 "(47.57931, -122.38662100000001)"
"Aid Response" 4 "(47.596654000000001, -122.31405599999999)"
"Fire in Single Family Res" 4 "(47.548180000000002, -122.280664)"
"Aid Response" 4 "(47.697823, -122.349699)"
"Auto Fire Alarm" 4 "(47.654601, -122.307025)"
"Automatic Medical Alarm" 4 "(47.641207000000001, -122.34647099999999)"
"Aid Response" 4 "(47.704379000000003, -122.35835899999999)"
"Motor Vehicle Accident" 4 "(47.712319000000001, -122.344814)"
"Aid Response" 4 "(47.683599000000001, -122.387565)"
"""Medic Response" 4 "(47.718822000000003, -122.30610900000001)"
"Aid Response" 4 "(47.665827999999998, -122.373592)"
"Aid Response" 4 "(47.561450999999998, -122.38110500000001)"
"Unk Odor" 4 "(47.602769000000002, -122.33140899999999)"
"Aid Response" 4 "(47.618693, -122.334256)"
"Aid Response" 4 "(47.559793999999997, -122.29588800000001)"
"Aid Response" 4 "(47.530833000000001, -122.28067)"
"Aid Response" 4 "(47.719265, -122.29273000000001)"
"Medic Response" 4 "(47.595540999999997, -122.298643)"
"Automatic Fire Alarm Resd" 4 "(47.696406000000003, -122.389686)"
"Aid Response" 4 "(47.603904, -122.33853999999999)"
"Aid Response" 4 "(47.579810000000002, -122.333269)"
"Aid Response" 4 "(47.590311999999997, -122.33419499999999)"
"Aid Response" 4 "(47.703623999999998, -122.33390900000001)"
"Medic Response" 4 "(47.639792, -122.407239)"
"Aid Response" 4 "(47.600043999999997, -122.33418500000001)"
"Medic Response" 4 "(47.617173000000001, -122.33310299999999)"
"Aid Response" 4 "(47.667540000000002, -122.398314)"
"Aid Response" 4 "(47.677701999999996, -122.385361)"
"Aid Response" 4 "(47.602114, -122.330809)"
"Aid Response" 4 "(47.560302, -122.288821)"
"1RED 1 Unit" 4 "(47.667597000000001, -122.40065)"
"Aid Response" 4 "(47.586317999999999, -122.29812800000001)"
"Aid Response" 4 "(47.521411000000001, -122.269997)"
"Aid Response" 4 "(47.613466000000003, -122.328913)"
"Aid Response" 4 "(47.579532, -122.405238)"
"Automatic Fire Alarm False" 4 "(47.668790000000001, -122.31188299999999)"
"Auto Fire Alarm" 4 "(47.608795999999998, -122.329251)"
"Medic Response" 4 "(47.571551999999997, -122.390777)"
"Aid Response" 4 "(47.606628000000001, -122.31285699999999)"
"Auto Fire Alarm" 4 "(47.73104, -122.347764)"
"Aid Response" 4 "(47.691383000000002, -122.32301200000001)"
